status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
1.25058E+18,1.04656E+18,2020-04-16T00:25:36Z,realrolder,Mamãe ele ta na rave na quarentena... ?????@proenca_cdv #covid19 https://t.co/WLtrwmz8lQ,Twitter for iPhone,,,,FALSE,FALSE,4265,1,BR,"Vila Velha, Brasil",city,198,259,,9/30/2018 21:22,FALSE,pt
1.25058E+18,2657366667,2020-04-16T00:26:11Z,PatrciaCarlaLda,O Trump acabou de fazer uma pirraça e cortar toda a verba à Organização Mundial da Saúde -- no meio da pandemia da #Covid19! Mas esse apelo gigantesco para salvar a OMS está viralizando! https://t.co/8iYcDjdmvZ,Twitter for Android,,,,FALSE,FALSE,14926,0,BR,"Niterói, Brasil",city,106,136,,6/30/2014 16:06,FALSE,pt
1.25058E+18,61622800,2020-04-16T00:26:46Z,AnisPaulis_,"Estamos protegidos!
E notem que, segundo minha mãe, ela está de batom e sorrindo!
.
.
#amomaisqueavida #gauchospelomundo #gauchosnorio #planetaana #errejota #portoalegre #coronavirus em Em… https://t.co/aLBaNqdI5O",Instagram,,,,FALSE,FALSE,237,0,BR,"Rio de Janeiro, Brazil",city,130,290,,7/30/2009 19:50,FALSE,pt
1.25058E+18,1.05079E+18,2020-04-16T00:27:47Z,Jhosesantosofc,"Eu: acho q vou começar a fazer exercícios físicos p ficar saudável

Caminhei até o portão de casa

Eu:
#likes #humorViral #follwtrick #Covid_19 #MiercolesDeGanarSeguidores https://t.co/BHma4lkMxz",Twitter for Android,,,,FALSE,FALSE,11933,0,BR,"Santana, Brasil",city,58,55,,10/12/2018 13:53,FALSE,pt
1.25058E+18,39990331,2020-04-16T00:29:13Z,Guttto,"@filipebarrost Parabéns a dra. promotora e ao @mpparana por garantir que a saúde pública no Paraná, e garantir que as decisões sobre a estratégia com relação a pandemia da #COVID19 sejam baseadas na ciência e nas orientações da @opsoms, e não em delírios anti-científicos.",Twitter for Android,1.25046E+18,225925013,filipebarrost,FALSE,FALSE,64249,1,BR,"Curitiba, Brazil",city,5461,5997,,5/14/2009 10:15,FALSE,pt
1.25058E+18,57793645,2020-04-16T00:30:11Z,evilandiom,"Governo federal: Diminuir salários de deputados, senadores e assessores pela metade para combater COVID-19 - Assine a petição! https://t.co/oxHI47w29E via @change_br

#Apple
#Covid_19 
#noticias24 
#COVID?19 
#quarentena 
#emcasa 
#BBB20
#RedeBBB",Twitter for Android,,,,FALSE,FALSE,24345,0,BR,"São Luís, Brazil",city,360,1620,,7/17/2009 20:44,FALSE,pt
1.25058E+18,19445260,2020-04-16T00:36:40Z,adriano_vieira,"Esta pode ser A Oportunidade para deixar legado em matéria de serviço de saúde no Brasil!
UPA, centros de saúde e hospitais voltados ao público em geral e de menor renda principalmente.

#COVID19 #coronavirus @minsaude",Twitter for iPhone,,,,FALSE,FALSE,2945,0,BR,"Brasília, Brazil",city,249,415,,1/24/2009 11:08,FALSE,pt
1.25058E+18,7.80067E+17,2020-04-16T00:38:37Z,_galdinu,"É muita síndrome de grandeza achar que o COVID19 chegou no Brasil para derrubar o biroliro
#Covid_19 #FiqueEmCasa",Twitter for iPhone,,,,FALSE,FALSE,2481,1,BR,"Rio de Janeiro, Brazil",city,186,139,,9/25/2016 12:31,FALSE,pt
1.25058E+18,79638517,2020-04-16T00:38:58Z,FeliFranco_,"#covid19 #corona #pandemia 
#EntrevistaInteressante em Brazil https://t.co/qbq3HOkKG9",Instagram,,,,FALSE,FALSE,192,0,BR,"São Félix do Araguaia, Brasil",city,132,375,,10/4/2009 0:40,FALSE,en
1.25058E+18,35026302,2020-04-16T00:39:56Z,Mo_Americanoid,"In times of coronavirus we’ve got to be united - one for all, all for one #cats #gatos #covid19 #quarantine ?? @ São Paulo, Brazil https://t.co/VUNLYsK2fI",Instagram,,,,FALSE,FALSE,38339,0,BR,"Sao Paulo, Brazil",city,2340,990,,4/24/2009 17:15,FALSE,en
1.25058E+18,1.06615E+18,2020-04-16T00:40:16Z,DPyngo,"Sempre mantive minha visão voltada a um eu solidário. Só que as pessoas não gostam de solidariedade, elas gostam mesmo é de maltratar ou serem maltratadas.
A falta de empatia reina! 
#Covid_19",Twitter for Android,,,,FALSE,FALSE,6766,0,BR,"Conde, Brasil",city,122,446,,11/23/2018 23:45,FALSE,pt
1.25058E+18,88962545,2020-04-16T00:40:19Z,anabfcont,"Me ocorreu uma teoria : o Bolzo está andando trôpego , olhando esquisito , falando com dificuldade , sentando no chão , não será efeitos colaterais do uso de Cloroquina ? ?? 
#coronavirusbrasil 
#Covid_19",Twitter for iPhone,,,,FALSE,FALSE,19584,0,BR,"Aracaju, Brazil",city,813,2002,,11/10/2009 14:25,FALSE,pt
1.25059E+18,7.24648E+17,2020-04-16T00:42:51Z,AdvAquines,"Nunca passe esse código de segurança para ninguém, esse código permite habilitar seu whatsapp em outros aparelhos. Seu número pode ser utilizado para outros golpes, como pedir dinheiro para os seus contatos #atencao #golpe #consumidor #covid19brasil #coronavirusbrasil  #covid19 https://t.co/o5v1tCd9pb",Twitter for Android,1.25059E+18,7.24648E+17,AdvAquines,FALSE,FALSE,366,0,BR,Tiago Aquines Advogado,poi,34,79,,4/25/2016 14:14,FALSE,pt
1.25059E+18,68551688,2020-04-16T00:44:39Z,dougnunes12,"Já conferiu nossa Revista? 
Estas são as duas páginas sobre a Gripe Espanhola. Só que tem muito mais. Acesse https://t.co/tMCso3Z3MZ e baixe a edição gratuitamente.

#pandemia #sus #coronavirus #gripeespanhola… https://t.co/UPOW3gZxOW",Instagram,,,,FALSE,FALSE,9252,3,BR,"Catalão, Brasil",city,207,234,,8/24/2009 21:05,FALSE,pt
1.25059E+18,48111611,2020-04-16T00:46:40Z,fernandimbrum,#Coronavirus #saude #prevencao #PrevençãoCOVID #mascara #CoisaTaFeia #medo em Radiozoe Zoe https://t.co/FUXHj9sHwU,Instagram,,,,FALSE,FALSE,113,0,BR,"Guararapes, Brasil",city,607,1154,,6/17/2009 17:53,FALSE,nl
1.25059E+18,1.14627E+18,2020-04-16T00:50:32Z,igormauriciop,Nada pra fazer! Então vamos de foto com filtro do insta. #Covid_19 #FiqueEmCasa https://t.co/63AKkZ3RvD,Twitter for Android,,,,FALSE,FALSE,2773,0,BR,"Campina Grande, Brasil",city,36,125,,7/3/2019 1:02,FALSE,pt
1.25059E+18,34779125,2020-04-16T00:51:22Z,jnascim,"#Covid19 - Casos • Mortes (15/4):
???? 637359 • 28364
???? 180659 • 18812
???? 165155 • 21645
???? 134753 • 3804
???? 134582 • 17188
???? 99489 • 12894
???? 83356 • 3346
???? 76389 • 4777
???? 69392 • 1518
???? 33573 • 4440
???? 28610 • 1757
???? 28316 • 3145
?? 2060927 • 134354 https://t.co/O4PAXOrk5z",Twitter for iPhone,1.24976E+18,34779125,jnascim,FALSE,FALSE,39248,4,BR,"Sao Paulo, Brazil",city,40291,4300,,4/23/2009 21:04,TRUE,ca
1.25059E+18,75207652,2020-04-16T00:52:35Z,jaqueliine,"Gente do céu, a caixa está analisando o que ? Como pegamos ceratocone???

Presida libera aí os 600 conto, preciso dar de entrada no par de lentes, posso morrer de fome, mas  não cego ????

#coronavirus #ceratocone #caixa #600reais #eutenhoceratoconeoficial",Twitter for iPhone,,,,FALSE,FALSE,1805,1,BR,"São Caetano do Sul, Brasil",city,135,296,,9/18/2009 2:23,FALSE,pt
1.25059E+18,9.84728E+17,2020-04-16T00:55:18Z,AthaydeLucio,Cadê @GretaThunberg para protestar contra o #VirusChines #Covid_19 ? Tá com medinho da China neh,Twitter for iPhone,,,,FALSE,FALSE,1543,0,BR,"Salvador, Brazil",city,40,327,,4/13/2018 6:41,FALSE,pt
1.25059E+18,2561928617,2020-04-16T00:55:32Z,ricardobrmc,"#OsmarTerra
??????????
#OsmarTerraplanista #Fakenews #ministeriodasaude #Mandetta #RainhaLouca #Bolsonaro #Miliciano #BolsonaroGenocida #Impeachment #ImpeachmentDeBolsonaro #CrimeDeResponsabilidade #Covid19 #CoronaVírus #FiquemEmCasa #CapitãoCorona #Infectante 
?????? https://t.co/k214DaBDR3",Twitter for Android,,,,TRUE,FALSE,7972,0,BR,"Sao Paulo, Brazil",city,63,279,,5/24/2014 10:03,FALSE,und
1.25059E+18,34779125,2020-04-16T01:01:34Z,jnascim,"Mesmo com subnotificação, Brasil é 11° país do mundo em número de casos e mortes pela #Covid19, tendo já 52% e 46% dos totais de mortes de ???? e ????, respectivamente, mesmo tendo apenas 34% e 21% da soma de casos desses países (Fonte: @JohnsHopkins) https://t.co/7otBUsomZo",Twitter for iPhone,,,,TRUE,FALSE,39248,6,BR,"Sao Paulo, Brazil",city,40291,4300,,4/23/2009 21:04,TRUE,pt
1.25059E+18,56228700,2020-04-16T01:01:53Z,Rogeriobocca,Craving for a Hawaiian poke bowl. ?? #HealthyFood for #Covid_19 #lockdown,Twitter for Android,,,,FALSE,FALSE,652,0,BR,"Sao Paulo, Brazil",city,939,1604,,7/12/2009 20:58,FALSE,en
1.25059E+18,7.2999E+17,2020-04-16T01:03:56Z,NelsonRibeiro_,"#livesertaneja para animar a noite com @yasminsantosoficial e o principal #solidariedade com mais doações na Live Social em combate ao #coronavirus não tem preço .

https://t.co/RAkFYCCPez",Twitter for Android,,,,FALSE,FALSE,47,1,BR,"Parnamirim, Brasil",city,44,445,,5/10/2016 8:02,FALSE,pt
1.25059E+18,1.02285E+18,2020-04-16T01:08:23Z,MarinaBittenc13,O Trump acabou de fazer uma pirraça e cortar toda a verba à Organização Mundial da Saúde -- no meio da pandemia da #Covid19! Mas esse apelo gigantesco para salvar a OMS está viralizando! https://t.co/oZ6DaLHUXF,Twitter for Android,,,,FALSE,FALSE,22113,0,BR,"Rio de Janeiro, Brazil",city,57,209,,7/27/2018 11:29,FALSE,pt
1.25059E+18,40914089,2020-04-16T01:09:16Z,blogdoeg,Vocês têm certeza que Benzetacil não cura o #coronavirus?,Twitter for iPhone,,,,FALSE,FALSE,13394,0,BR,"Cabo de Santo Agostinho, Brasil",city,3101,2644,,5/18/2009 13:59,FALSE,pt
1.25059E+18,56715702,2020-04-16T01:09:24Z,PollineFaria,"Será que teremos um novo normal? 
Esse é mais um Momento Marketing que traz uma reflexão do que estamos vivendo e de como poderá ser pós pandemia! 
Vídeo completo:
https://t.co/6mpeZTx07a
Linkedin: Polline Faria
#marketing #negocios #novonormal #pandemia #coronavirus #covid19 https://t.co/uDnreb6JGi",Twitter for iPhone,,,,FALSE,FALSE,215,0,BR,"Sao Paulo, Brazil",city,101,175,,7/14/2009 11:57,FALSE,pt
1.25059E+18,1.18027E+18,2020-04-16T01:11:45Z,JozerlyJr,"@Rconstantino Se a OMS tivesse preocupada com a saúde do mundo, tinha falado a verdade sobre o #covid19 desde o início.",Twitter for iPhone,1.25048E+18,33520195,Rconstantino,FALSE,FALSE,3058,0,BR,"São José de Ribamar, Brasil",city,14,97,,10/4/2019 21:11,FALSE,pt
1.25059E+18,16984171,2020-04-16T01:11:57Z,samanthax,Vastas emoções e pensamentos imperfeitos. #coronavirusbrasil #COVID19,Twitter for iPhone,,,,FALSE,FALSE,4312,0,BR,"Sao Paulo, Brazil",city,1118,307,,10/26/2008 17:06,FALSE,pt
1.25059E+18,148371066,2020-04-16T01:12:09Z,ladygabis,O tanto que eu tomo água tônica certeza já tô imune ao #Covid19,Twitter for Android,,,,FALSE,FALSE,36037,0,BR,"Palmas, Brazil",city,1238,2159,,5/26/2010 11:43,FALSE,pt
1.25059E+18,242957826,2020-04-16T01:12:53Z,Juandelaveiga,"Sempre bom ter ajuda de um redator ou revisão textual para auxiliar no seu TCC !

#TCC #COVID19 #ciencias #GloriaEterna https://t.co/6mOnKeeikv",Twitter for Android,,,,FALSE,FALSE,6,0,BR,"Rio de Janeiro, Brazil",city,5,18,,1/25/2011 22:12,FALSE,pt
1.25059E+18,9.92177E+17,2020-04-16T01:12:58Z,CmdoCMS,"Porto Alegre/RS. Em 15 abril, 30 militares do 3º Regimento de Cavalaria de Guarda realizaram a descontaminação da parte externa do Quartel General do CMS e do Comando Geral da Brigada Militar, dificultando a disseminação da #COVID19. @exercitooficial @DefesaGovBr @brigadamilitar_ https://t.co/KeetkfMmba",Twitter for iPhone,,,,FALSE,FALSE,7318,39,BR,"Porto Alegre, Brazil",city,93594,17,,5/3/2018 20:01,TRUE,pt
1.25059E+18,1.1215E+18,2020-04-16T01:14:03Z,Daniboy3101,"Mandeta aprendeu com a Dilma e já dobrou a meta. Esse pico vai ser em dezembro.

#COVID19",Twitter for Android,,,,FALSE,FALSE,362,0,BR,"Paulista, Brasil",city,20,31,,4/25/2019 17:01,FALSE,pt
1.25059E+18,505994328,2020-04-16T01:18:06Z,Elemeamas2,Cobra engolindo cobra ninguém busão máscara pra sempre acho é pouco #BBB20 #COVID19 # https://t.co/N3m6oXN48o,Twitter for Android,,,,TRUE,FALSE,13739,1,BR,"Salvador, Brazil",city,1112,1115,,2/27/2012 12:30,FALSE,pt
1.2506E+18,2429080456,2020-04-16T01:21:23Z,demetrioflu,Uma homenagem aos nossos heróis. #COVID19 https://t.co/A6dzm3K5nP,Twitter for Android,,,,FALSE,FALSE,26130,2,BR,"Nova Iguaçu, Brasil",city,1367,2138,,3/22/2014 12:10,FALSE,pt
1.2506E+18,1.11567E+18,2020-04-16T01:25:54Z,AntonyCheyne,"Ministério  da economia estima rombo de 149,6 Bilhões
#Economia #estudo #Covid_19 #noticias24",Twitter for Android,,,,FALSE,FALSE,457,0,BR,Recreio,poi,12,119,,4/9/2019 14:54,FALSE,pt
1.2506E+18,2443346481,2020-04-16T01:26:07Z,ericmelo77,"E como controla??? ??
#Covid_19 #Brasil 

https://t.co/vEsIi9VGIc",Twitter for Android,,,,FALSE,FALSE,25454,0,BR,"Rio de Janeiro, Brazil",city,1427,2104,,3/28/2014 22:20,FALSE,pt
1.2506E+18,159469145,2020-04-16T01:26:28Z,monalizamiss,Todo mundo focado em notícias do #covid19 e esquecem da #Dengue e do #Asteroid2020 que está se aproximando da terra,Twitter for iPhone,,,,FALSE,FALSE,6900,0,BR,"Brasília, Brazil",city,1255,942,,6/25/2010 10:15,FALSE,pt
1.2506E+18,1.10943E+18,2020-04-16T01:26:31Z,aliceKuchoa,VÁ EMBORA AGORAAA! #CoronavirusPandemic #Dancer https://t.co/cC5Nly7vlL,Twitter for Android,,,,FALSE,FALSE,1058,0,BR,"Salvador, Brazil",city,47,486,,3/23/2019 9:33,FALSE,pt
1.2506E+18,340939753,2020-04-16T01:26:49Z,mmacuxi,"NÃO VAI MORRER DE COVID-19
VAI MORRER DE INANIÇÃO E NA RUA.
DONO DE IMÓVEIS, NÃO QUEREM SABER,SE TEM PANDEMIA OU NÃO
#COVID19 https://t.co/S3q2696YJj",Twitter for Android,,,,FALSE,FALSE,17892,0,BR,"Rio de Janeiro, Brazil",city,423,1960,,7/23/2011 11:53,FALSE,pt
1.2506E+18,303811383,2020-04-16T01:27:20Z,veltonoficial,"Apesar Da Seriedade!

Momento de Descontrair ??
#auxílioemergencial 
#memesbrasil 
#piadas 
#coronavirus 
#pandemia em Julho I, Itapipoca-Ce - A Cidade dos três Climas https://t.co/dVJHo026O7",Instagram,,,,FALSE,FALSE,224,0,BR,"Itapipoca, Brasil",city,103,761,,5/23/2011 10:20,FALSE,pt
1.2506E+18,2407390211,2020-04-16T01:27:47Z,AiltomMotta,"Belo trabalho ????????
@PMESP #PoliciaMilitar #COVID19 https://t.co/5Pg7dA1myc",Twitter for Android,,,,TRUE,FALSE,6218,0,BR,"Sao Paulo, Brazil",city,623,914,,3/13/2014 9:13,FALSE,pt
